app_id,min_storage,rec_storage
7340,0.065,-1
7510,3.1,-1
7520,12.0,-1
7530,0.3,-1
7600,2.0,-1
7610,-1,-1
7620,-1,-1
7650,-1,-1
7660,0.06,-1
7670,8.0,-1
7730,0.06,-1
7760,-1,-1
7770,0.5,-1
7800,-1,-1
7830,6.5,-1
7840,6.5,-1
7860,7.5,-1
7940,8.0,-1
8000,-1,-1
8080,7.0,-1
8100,7.0,-1
8140,8.0,-1
8170,8.0,-1
8190,10.0,-1
8310,-1,-1
8320,-1,-1
8330,-1,-1
8400,-1,-1
8500,-1,-1
8600,2.5,-1
8780,2.5,-1
8790,3.0,-1
8800,2.5,-1
8850,18.0,-1
8870,20.0,-1
8880,0.5700000000000001,-1
8890,0.5700000000000001,-1
8930,8.0,-1
8970,0.8,-1
8980,8.0,-1
9010,-1,-1
9050,2.2,-1
9060,-1,-1
9180,-1,-1
9200,25.0,-1
9310,-1,-1
9340,9.0,-1
9350,8.0,-1
9420,8.0,-1
9450,3.5,-1
9460,12.0,-1
9480,15.0,-1
9500,-1,-1
9710,4.0,-1
9730,0.6,-1
9760,7.0,-1
9800,3.0,-1
9850,5.0,-1
9880,10.0,-1
9900,-1,-1
9940,3.0,-1
9960,1.0,-1
9970,0.5,-1
9980,1.0,-1
10090,8.0,-1
10100,2.2,-1
10110,1.7,-1
10120,0.12,-1
10130,8.0,-1
10140,0.05,-1
10150,8.0,-1
10180,13.0,-1
10220,13.5,-1
10230,2.3,-1
10240,1.5,-1
10250,3.0,-1
10260,3.0,-1
10270,10.0,-1
10460,6.0,-1
10500,18.0,-1
10520,4.0,-1
10680,16.0,-1
11020,0.75,-1
11040,3.0,-1
11050,3.0,-1
11130,0.13,-1
11140,-1,-1
11150,1.2,-1
11190,-1,-1
11200,1.0,-1
11230,0.128,-1
11240,0.3,-1
11250,2.0,-1
11260,3.0,-1
11280,0.05,-1
11340,0.055,-1
11370,2.5,-1
11390,4.2,-1
11450,4.5,-1
11480,2.0,-1
11550,1.0,-1
11610,4.0,-1
11920,-1,-1
12130,2.3,-1
12140,0.8300000000000001,-1
12150,1.5,-1
12200,4.7,-1
12210,22.0,-1
12220,16.0,-1
12310,3.5,-1
12320,2.0,-1
12330,7.0,-1
12360,-1,-1
12364,1.0,-1
12390,7.0,-1
12420,8.0,-1
12430,0.2,-1
12440,-1,-1
12450,-1,-1
12460,0.3,-1
12470,0.7000000000000001,-1
12480,-1,-1
12500,0.105,-1
12510,-1,-1
12520,0.54,-1
12530,1.0,-1
12540,0.1,-1
12560,0.3,-1
12570,0.04,-1
12580,0.04,-1
12590,0.7000000000000001,-1
12600,2.5,-1
12640,6.0,-1
12650,0.5,-1
12660,0.6,-1
12670,1.2,-1
12690,1.0,-1
12710,4.5,-1
12810,5.0,-1
12900,-1,-1
13000,0.25,-1
13140,5.0,-1
13500,1.5,-1
13520,4.0,-1
13530,1.5,-1
13540,7.0,-1
13560,1.5,-1
13570,4.0,-1
13580,8.0,-1
13600,1.5,-1
13620,2.0,-1
13630,2.0,-1
15000,7.0,-1
15080,1.5,-1
15100,8.0,-1
15120,7.0,-1
15130,2.2,-1
15160,6.0,-1
15170,-1,-1
15190,5.0,-1
15200,6.0,-1
15210,1.5,-1
15240,6.0,-1
15270,2.2,-1
15300,1.0,-1
15320,-1,-1
15350,0.07,-1
15370,3.0,-1
15380,-1,-1
15390,8.0,-1
15400,0.18,-1
15500,0.22,-1
15520,-1,-1
15560,2.0,-1
15620,8.0,-1
15700,0.7000000000000001,-1
15710,0.7000000000000001,-1
15740,3.8,-1
15750,4.0,-1
15800,0.12,-1
15900,0.065,-1
15910,0.02,-1
15920,0.025,-1
15930,0.06,-1
15960,0.167,-1
15970,0.02,-1
16000,0.167,-1
16020,-1,-1
16030,0.1,-1
16040,0.2,-1
16060,-1,-1
16100,0.2,-1
16110,0.2,-1
16120,0.2,-1
16130,0.2,-1
16180,0.05,-1
16200,0.05,-1
16300,0.036000000000000004,-1
16450,12.0,-1
16500,0.03,-1
16600,0.22,-1
16620,0.25,-1
16710,0.6,-1
16720,5.0,-1
16730,10.0,-1
16810,1.0,-1
17020,15.0,-1
17080,10.0,-1
17100,1.1,-1
17120,-1,-1
17140,0.35000000000000003,-1
17180,0.35000000000000003,-1
17330,15.0,-1
17390,4.0,-1
17410,8.0,-1
17440,0.15,-1
17460,12.0,-1
17470,7.5,-1
17480,10.0,-1
17500,8.0,-1
17570,10.0,-1
17580,-1,-1
17710,6.0,-1
17740,8.0,-1
18000,0.35000000000000003,-1
18020,0.35000000000000003,-1
18040,2.0,-1
18050,2.0,-1
18070,2.0,-1
18110,1.5,-1
18120,2.0,-1
18300,1.0,-1
18400,0.5,-1
18420,0.06,-1
18430,0.1,-1
18470,4.0,-1
18480,2.0,-1
18500,1.0,-1
18600,0.04,-1
18700,0.06,-1
18820,0.5,-1
19000,10.0,-1
19020,8.0,-1
19030,0.8,-1
19080,0.035,-1
19200,0.25,-1
19320,0.3,-1
19500,0.05,-1
19680,8.5,-1
19800,3.5,-1
19810,1.0,-1
19830,3.0,-1
19900,3.5,-1
19980,9.0,-1
20200,2.0,-1
20500,15.0,-1
20510,6.0,-1
20530,-1,-1
20540,-1,-1
20550,-1,-1
20570,8.0,-1
20700,0.1,-1
20710,0.12,-1
20820,0.25,-1
20900,14.25,-1
20920,25.0,-1
21000,-1,-1
21010,2.0,-1
21030,2.0,-1
21090,17.0,-1
21100,4.4,-1
21130,-1,-1
21300,0.03,-1
21400,0.4,-1
21500,4.0,-1
21660,4.5,-1
21670,8.0,-1
21680,0.65,-1
21690,15.0,-1
21780,4.8,-1
21800,10.0,-1
21980,4.0,-1
22000,-1,-1
22100,0.7000000000000001,-1
22120,2.0,-1
22130,0.6,-1
22180,2.0,-1
22200,3.0,-1
22230,1.2,-1
22300,7.0,-1
22310,-1,-1
22320,1.0,-1
22330,4.6,-1
22340,2.0,-1
22350,8.0,-1
22370,7.0,-1
22380,10.0,-1
22500,0.05,-1
22600,3.0,-1
22610,1.5,-1
22650,1.5,-1
22670,2.0,-1
23150,0.1,-1
23300,0.065,-1
23310,15.0,-1
23380,0.17,-1
23400,2.0,-1
23420,-1,-1
23450,4.0,-1
23455,4.0,-1
23460,2.0,-1
23490,5.0,-1
23500,0.3,-1
23530,6.0,-1
23600,0.15,-1
23700,0.5,-1
24010,40.0,-1
24200,30.0,-1
24240,-1,-1
24400,8.0,-1
24410,3.3,-1
24420,0.225,-1
24460,8.0,-1
24480,16.0,-1
24640,2.0,-1
24650,2.0,-1
24670,16.0,-1
24720,2.0,-1
24780,2.0,-1
24790,8.0,-1
24800,10.0,-1
24810,6.0,-1
24870,6.0,-1
24880,7.0,-1
25000,35.0,-1
25010,0.04,-1
25500,1.0,-1
25600,0.2,-1
25620,0.4,-1
25700,0.5,-1
25800,0.7000000000000001,-1
25808,1.0,-1
25830,1.2,-1
25850,3.0,-1
25890,1.3,-1
25900,2.54,-1
25910,-1,-1
25930,6.0,-1
25980,4.0,-1
25990,1.0,-1
26000,0.3,-1
26300,0.9,-1
26500,0.32,-1
26800,0.185,-1
26900,0.05,-1
27000,0.5,-1
27020,0.05,-1
27050,0.24,-1
27200,4.7,-1
27400,0.03,-1
27800,0.08,-1
27810,0.07,-1
27900,3.5,-1
27920,0.8,-1
27940,1.0,-1
28000,-1,-1
29120,0.054,-1
29130,0.054,-1
29160,0.15,-1
29180,0.04,-1
29540,3.6,-1
29560,3.6,-1
29570,3.0,-1
29580,3.0,-1
29700,3.0,-1
29800,0.032,-1
29900,6.5,-1
31100,0.31,-1
31170,-1,-1
31180,-1,-1
31190,-1,-1
31200,-1,-1
31210,-1,-1
31270,0.22,-1
31280,0.1,-1
31290,2.0,-1
31300,2.0,-1
31700,0.55,-1
31800,0.65,-1
31810,0.65,-1
31820,0.16,-1
31830,0.3,-1
31840,0.2,-1
31850,0.16,-1
31860,1.0,-1
31870,1.0,-1
31880,0.3,-1
31890,0.16,-1
31900,1.0,-1
31910,1.0,-1
31920,1.0,-1
31930,1.0,-1
32000,0.14,-1
32110,0.04,-1
32120,0.02,-1
32140,0.3,-1
32150,0.03,-1
32160,0.14,-1
32200,0.25,-1
32310,2.0,-1
32330,4.0,-1
32340,2.0,-1
32350,0.62,-1
32360,2.5,-1
32370,5.0,-1
32380,0.7000000000000001,-1
32390,0.4,-1
32400,0.08,-1
32410,0.52,-1
32430,25.0,-1
32440,5.0,-1
32450,5.0,-1
32460,1.8,-1
32470,-1,-1
32500,10.0,-1
32510,8.0,-1
32610,2.0,-1
32620,0.28500000000000003,-1
32630,0.53,-1
32640,0.8200000000000001,-1
32650,0.48,-1
32660,0.8200000000000001,-1
32680,0.75,-1
32710,0.388,-1
32720,0.395,-1
32730,0.488,-1
32740,0.41000000000000003,-1
32750,0.25,-1
32760,0.5,-1
32770,2.0,-1
32900,2.0,-1
33100,0.05,-1
33110,0.25,-1
33120,0.6,-1
33130,0.05,-1
33180,1.5,-1
33220,10.0,-1
33230,9.0,-1
33320,8.0,-1
33390,1.0,-1
33460,4.0,-1
33520,3.0,-1
33550,2.5,-1
33570,6.5,-1
33600,1.0,-1
33610,1.0,-1
33620,4.2,-1
33650,0.7000000000000001,-1
33660,0.2,-1
33670,5.0,-1
33680,0.02,-1
33700,0.6,-1
33710,0.6,-1
33720,0.6,-1
33730,0.54,-1
33760,0.2,-1
33770,5.5,-1
33790,0.2,-1
33910,10.0,-1
33930,10.0,-1
33950,0.65,-1
33980,6.0,-1
33990,2.0,-1
34010,12.0,-1
34030,31.0,-1
34190,6.0,-1
34330,26.0,-1
34410,4.5,-1
34420,6.1,-1
34500,1.0,-1
34600,10.0,-1
34630,0.65,-1
34640,1.5,-1
34800,1.0,-1
34810,-1,-1
34820,0.7000000000000001,-1
34830,6.5,-1
34870,9.0,-1
34900,0.3,-1
34920,0.3,-1
35000,5.85,-1
35070,0.05,-1
35130,-1,-1
35140,10.0,-1
35300,6.5,-1
35310,1.0,-1
35320,1.2,-1
35450,23.0,-1
35460,1.5,-1
35480,0.25,-1
35600,0.04,-1
35700,1.5,-1
35720,4.0,-1
35800,0.04,-1
36000,0.2,-1
36900,0.6,-1
36910,0.6,-1
37000,6.0,-1
37210,0.04,-1
37220,0.03,-1
37230,0.04,-1
37240,0.05,-1
37260,0.09,-1
37270,0.035,-1
37280,0.03,-1
37290,0.021,-1
37300,0.03,-1
37310,0.05,-1
37320,0.05,-1
37330,0.05,-1
37340,0.03,-1
37360,0.05,-1
37370,0.04,-1
37380,0.075,-1
37390,0.055,-1
37400,0.15,-1
37500,-1,-1
37600,0.008,-1
37800,0.08,-1
37960,0.2,-1
38000,0.2,-1
38070,0.08,-1
38080,-1,-1
38090,-1,-1
38100,-1,-1
38110,-1,-1
38120,0.024,-1
38130,0.041,-1
38140,-1,-1
38150,0.1,-1
38160,0.1,-1
38170,-1,-1
38180,-1,-1
38190,-1,-1
38210,0.256,-1
38230,2.0,-1
38400,0.5650000000000001,-1
38410,0.5650000000000001,-1
38420,0.65,-1
38430,0.35000000000000003,-1
38440,0.65,-1
38450,0.65,-1
38460,0.65,-1
38490,-1,-1
38600,0.1,-1
38700,0.2,-1
38720,0.3,-1
38740,0.15,-1
39000,2.0,-1
39110,0.186,-1
39120,15.0,-1
39140,3.0,-1
39150,4.0,-1
39160,4.0,-1
39190,1.5,-1
39200,4.0,-1
39210,60.0,-1
39391,0.014,-1
39500,5.0,-1
39510,5.0,-1
39520,1.0,-1
39530,3.4,-1
39540,4.0,-1
39550,-1,-1
39560,6.0,-1
39630,0.5,-1
39640,0.5,-1
39650,-1,-1
39660,-1,-1
39670,1.35,-1
39680,4.0,-1
39690,10.0,-1
39800,0.5,-1
39900,0.15,-1
40100,5.0,-1
40200,-1,-1
40210,0.11,-1
40300,5.0,-1
40320,7.0,-1
40330,2.0,-1
40340,2.0,-1
40350,4.5,-1
40380,4.0,-1
40390,5.5,-1
40400,0.3,-1
40420,0.6,-1
40500,0.35000000000000003,-1
40700,1.0,-1
40720,0.15,-1
40800,0.3,-1
40930,0.5,-1
40950,2.5,-1
40970,0.85,-1
40980,3.0,-1
40990,3.0,-1
41000,-1,-1
41014,2.2,-1
41050,0.6,-1
41060,0.45,-1
41070,4.0,-1
41100,0.15,-1
41300,0.3,-1
41400,0.65,-1
41500,0.8,-1
41600,-1,-1
41660,0.08,-1
41680,0.36,-1
41700,6.0,-1
41730,0.15,-1
41740,4.0,-1
41800,0.075,-1
41900,3.8,-1
42000,0.5,-1
42120,2.0,-1
42140,1.0,-1
42147,1.0,-1
42170,13.0,-1
42200,0.3,-1
42210,0.6,-1
42220,2.1,-1
42230,1.1,-1
42500,0.6,-1
42670,8.0,-1
42680,13.0,-1
42700,12.0,-1
42810,1.0,-1
42890,3.0,-1
42900,2.0,-1
42910,2.0,-1
42920,8.0,-1
42930,3.0,-1
42940,3.0,-1
42950,3.0,-1
42960,2.0,-1
42980,0.6,-1
42990,2.0,-1
43000,11.0,-1
43100,2.0,-1
43190,4.0,-1
43500,2.0,-1
43600,1.0,-1
44100,0.04,-1
44600,1.0,-1
44680,2.5,-1
44690,3.0,-1
45100,0.35000000000000003,-1
45200,0.015,-1
45300,10.0,-1
45400,0.19,-1
45410,0.9500000000000001,-1
45420,0.18,-1
45450,0.4,-1
45720,8.0,-1
45740,8.5,-1
45750,13.0,-1
45760,12.0,-1
45770,8.5,-1
46000,0.5,-1
46200,2.5,-1
46250,8.0,-1
46260,5.5,-1
46270,3.0,-1
46280,1.5,-1
46290,4.0,-1
46340,3.5,-1
46350,3.0,-1
46360,-1,-1
46370,-1,-1
46380,-1,-1
46400,2.0,-1
46410,4.4,-1
46440,0.5,-1
46450,0.7000000000000001,-1
46460,0.5,-1
46480,1.2,-1
46490,5.0,-1
46500,1.2,-1
46510,2.5,-1
46520,4.0,-1
46540,2.0,-1
46550,1.0,-1
46560,1.0,-1
46570,1.0,-1
46600,0.2,-1
46700,-1,-1
46710,-1,-1
46720,4.0,-1
46730,3.0,-1
46740,0.5,-1
46750,-1,-1
46760,-1,-1
46770,2.0,-1
46790,3.0,-1
46830,-1,-1
46840,-1,-1
46850,0.5,-1
47000,-1,-1
47110,0.042,-1
47120,0.125,-1
47130,0.1,-1
47400,8.0,-1
47410,0.5,-1
47500,0.36,-1
47520,0.2,-1
47540,0.47500000000000003,-1
47570,0.65,-1
47700,10.0,-1
47780,10.0,-1
47790,-1,-1
47810,20.0,-1
47880,15.0,-1
47890,6.5,-1
47920,-1,-1
48000,0.15,-1
48110,10.0,-1
48150,0.1,-1
48190,9.0,-1
48220,8.0,-1
48240,5.0,-1
48700,1.0,-1
48720,0.9,-1
48800,3.5,-1
48950,1.0,-1
49000,0.03,-1
49300,4.0,-1
49320,4.0,-1
49330,4.0,-1
49520,13.0,-1
49540,20.0,-1
49600,0.25,-1
49800,0.1,-1
49810,0.4,-1
49900,0.3,-1
50000,0.67,-1
50130,8.0,-1
50510,2.0,-1
50620,12.0,-1
50910,0.023,-1
50920,0.167,-1
50930,0.088,-1
50940,0.128,-1
50960,0.041,-1
50970,0.116,-1
50980,0.054,-1
50990,0.091,-1
51000,0.34700000000000003,-1
51010,0.065,-1
51020,0.038,-1
51030,0.051000000000000004,-1
51060,0.649,-1
55000,0.05,-1
55020,0.04,-1
55040,0.06,-1
55100,10.0,-1
55110,7.5,-1
55140,8.0,-1
55150,20.0,-1
55230,10.0,-1
56438,8.0,-1
57000,0.15,-1
57200,0.5,-1
57300,3.0,-1
57400,17.0,-1
57620,5.0,-1
57650,2.0,-1
57680,5.0,-1
57690,6.0,-1
57700,0.4,-1
57740,13.0,-1
57800,0.3,-1
57900,10.0,-1
58200,0.16,-1
58230,0.7000000000000001,-1
58400,0.035,-1
58520,5.0,-1
58550,10.0,-1
58560,8.0,-1
58570,8.0,-1
58610,10.0,-1
60340,0.1,-1
60350,0.2,-1
60600,1.0,-1
60700,0.2,-1
60800,3.0,-1
61100,0.04,-1
61310,0.05,-1
61500,0.35000000000000003,-1
61510,0.5,-1
61520,0.5,-1
61600,0.25,-1
61730,0.3,-1
62000,0.09,-1
62100,0.18,-1
63000,0.625,-1
63110,3.0,-1
63200,2.0,-1
63500,0.3,-1
63610,7.5,-1
63650,-1,-1
63660,2.0,-1
63700,0.1,-1
63710,0.1,-1
63800,0.06,-1
63900,12.0,-1
63910,5.5,-1
63940,3.0,-1
63950,10.0,-1
63960,2.0,-1
64000,4.0,-1
65070,0.55,-1
65080,-1,-1
65200,2.0,-1
65300,0.4,-1
65400,0.25,-1
65500,1.3,-1
65530,5.0,-1
65540,5.0,-1
65560,6.0,-1
65600,4.0,-1
65610,5.0,-1
65730,20.0,-1
65740,4.0,-1
65780,6.0,-1
65790,0.8,-1
65800,6.0,-1
65930,15.0,-1
65980,8.0,-1
67000,0.1,-1
67370,10.0,-1
70000,5.0,-1
70100,0.2,-1
70110,0.2,-1
70120,0.1,-1
70300,0.042,-1
70400,0.7000000000000001,-1
70420,0.45,-1
70500,0.2,-1
70600,1.8,-1
70620,4.3,-1
70640,-1,-1
70650,-1,-1
70660,-1,-1
70900,0.3,-1
71000,0.75,-1
71250,1.8,-1
71340,11.0,-1
72000,0.512,-1
72400,0.5,-1
72850,6.0,-1
72900,0.5,-1
73010,2.0,-1
73020,4.0,-1
73060,1.0,-1
73170,2.0,-1
73190,3.0,-1
73210,2.0,-1
78000,-1,-1
80000,2.0,-1
80200,1.0,-1
80300,0.9,-1
80310,1.5,-1
80330,1.5,-1
80340,1.5,-1
80350,1.5,-1
80360,1.5,-1
90200,1.0,-1
90400,3.0,-1
90500,0.6,-1
91100,1.0,-1
91200,4.0,-1
91330,10.0,-1
91600,2.0,-1
91700,6.0,-1
91800,0.133,-1
91810,0.5,-1
91900,1.0,-1
92000,8.0,-1
92100,0.16,-1
92210,0.5,-1
92220,0.5,-1
92300,0.3,-1
92400,0.1,-1
92600,3.5,-1
92700,8.0,-1
92800,0.3,-1
92900,0.75,-1
93200,0.52,-1
94000,0.256,-1
94200,0.25,-1
94300,-1,-1
94400,0.2,-1
94590,0.5,-1
94620,0.5,-1
95300,1.0,-1
95400,0.85,-1
95700,-1,-1
95900,4.5,-1
96000,0.18,-1
96100,0.05,-1
96200,0.9,-1
96800,3.0,-1
96900,-1,-1
97000,0.28,-1
97110,0.7000000000000001,-1
97120,0.15,-1
97130,0.7000000000000001,-1
98100,0.2,-1
98200,0.22,-1
98300,-1,-1
98400,4.0,-1
98500,-1,-1
98800,-1,-1
98900,0.1,-1
99100,4.0,-1
99120,1.5,-1
99300,10.0,-1
99400,3.0,-1
99410,2.0,-1
99700,0.1,-1
99900,0.7000000000000001,-1
99910,0.1,-1
100400,0.02,-1
102200,0.35000000000000003,-1
102400,0.03,-1
102600,5.0,-1
102810,2.0,-1
102840,1.5,-1
102850,1.9,-1
104000,-1,-1
104020,0.05,-1
104100,-1,-1
104200,-1,-1
104600,-1,-1
104900,8.0,-1
105000,5.0,-1
105100,0.035,-1
105300,-1,-1
105420,4.0,-1
105600,-1,-1
105700,0.2,-1
105800,0.446,-1
107100,1.5,-1
107200,0.5,-1
107300,-1,-1
107310,-1,-1
107410,45.0,-1
107600,0.25,-1
108110,3.0,-1
108210,0.27,-1
108500,1.5,-1
108600,-1,-1
108700,0.6,-1
108710,8.0,-1
108800,9.0,-1
109200,0.076,-1
109500,0.07,-1
109600,21.0,-1
109700,1.0,-1
110400,1.0,-1
110500,0.045,-1
110600,0.075,-1
110610,0.5,-1
110630,0.1,-1
110800,-1,-1
111000,0.15,-1
111010,0.27,-1
111100,0.1,-1
111300,0.3,-1
111400,2.5,-1
111600,0.5,-1
111800,0.25,-1
111900,8.0,-1
112100,0.3,-1
113020,0.5,-1
113200,0.05,-1
113400,7.0,-1
113420,10.0,-1
115100,0.7000000000000001,-1
115110,1.6,-1
115120,1.8,-1
115200,1.8,-1
115210,3.5,-1
115220,3.5,-1
115320,10.0,-1
115800,0.6,-1
116100,0.512,-1
116120,0.2,-1
200010,1.75,-1
200020,6.0,-1
200080,1.1,-1
200130,3.5,-1
200150,3.0,-1
200170,-1,-1
200190,2.0,-1
200210,0.35000000000000003,-1
200230,8.0,-1
200260,16.0,-1
200370,3.0,-1
200390,3.0,-1
200410,4.0,-1
200490,5.0,-1
200510,16.0,-1
200550,2.0,-1
200670,8.0,-1
200710,1.7,-1
200900,0.2,-1
200910,0.25,-1
200960,0.3,-1
200980,0.3,-1
200990,0.3,-1
201000,0.3,-1
201010,0.3,-1
201070,6.0,-1
201210,-1,-1
201230,10.0,-1
201271,26.0,-1
201290,4.0,-1
201420,1.0,-1
201480,0.1,-1
201490,-1,-1
201510,16.0,-1
201570,0.2,-1
201790,9.0,-1
201810,50.0,-1
201870,12.0,-1
202070,2.0,-1
202130,3.0,-1
202200,2.0,-1
202310,3.0,-1
202370,2.0,-1
202410,0.1,-1
202530,0.5,-1
202670,2.1,-1
202690,1.5,-1
202710,8.0,-1
202730,0.1,-1
202750,8.0,-1
202860,3.0,-1
202970,16.0,-1
203140,24.0,-1
203160,15.0,-1
203210,0.32,-1
203290,10.0,-1
203350,8.0,-1
203510,0.25,-1
203560,0.6,-1
203630,4.0,-1
203650,6.0,-1
203750,8.0,-1
203770,2.0,-1
203830,5.5,-1
203990,0.1,-1
204030,3.0,-1
204060,0.5,-1
204100,-1,-1
204120,8.5,-1
204180,0.66,-1
204220,0.5,-1
204240,0.4,-1
204300,3.5,-1
204340,3.0,-1
204360,0.512,-1
204390,0.05,-1
204440,0.08,-1
204450,5.0,-1
204530,0.3,-1
204560,4.0,-1
204580,0.3,-1
204630,0.03,-1
204860,3.0,-1
204880,5.0,-1
204940,0.6,-1
205020,-1,-1
205060,0.1,-1
205070,0.1,-1
205080,0.1,-1
205100,9.0,-1
205230,2.0,-1
205270,1.0,-1
205530,0.125,-1
205550,0.8,-1
205610,3.0,-1
205650,14.0,-1
205690,0.012,-1
205710,20.0,-1
205730,2.0,-1
205810,3.0,-1
205830,0.1,-1
205840,8.0,-1
205870,0.015,-1
205910,1.5,-1
205990,2.0,-1
206020,0.3,-1
206040,0.3,-1
206060,0.3,-1
206190,0.7000000000000001,-1
206230,40.0,-1
206250,0.3,-1
206370,0.3,-1
206410,0.5,-1
206420,10.0,-1
206440,0.5,-1
206480,18.0,-1
206500,2.0,-1
206610,0.3,-1
206690,0.15,-1
206760,3.0,-1
207000,2.0,-1
207020,0.3,-1
207040,0.3,-1
207080,4.0,-1
207140,0.8,-1
207170,1.0,-1
207190,1.6,-1
207230,1.5,-1
207250,0.12,-1
207320,1.0,-1
207350,2.0,-1
207420,0.25,-1
207430,0.03,-1
207490,-1,-1
207530,0.015,-1
207570,0.3,-1
207610,2.0,-1
207650,0.35000000000000003,-1
207670,0.15,-1
207690,0.55,-1
207710,0.1,-1
207730,0.6,-1
207750,0.5,-1
207790,1.5,-1
207930,-1,-1
208110,4.8,-1
208140,2.0,-1
208200,11.0,-1
208400,0.3,-1
208460,6.0,-1
208480,17.0,-1
208520,5.0,-1
208580,10.0,-1
208600,-1,-1
208620,0.48,-1
208630,0.442,-1
208640,0.47500000000000003,-1
208650,45.0,-1
208670,3.0,-1
208710,0.05,-1
208730,7.0,-1
208750,-1,-1
209000,20.0,-1
209060,2.0,-1
209080,3.0,-1
209120,10.0,-1
209160,-1,-1
209190,0.3,-1
209230,0.5,-1
209330,2.0,-1
209360,0.256,-1
209370,0.08,-1
209390,2.0,-1
209540,3.0,-1
209610,2.0,-1
209630,4.0,-1
209650,55.0,-1
209670,0.3,-1
209690,0.28500000000000003,-1
209730,2.0,-1
209750,0.7000000000000001,-1
209790,0.25,-1
209830,0.3,-1
209850,3.0,-1
209870,8.0,-1
209950,0.1,-1
210170,0.15,-1
210230,3.0,-1
210770,4.0,-1
210950,1.0,-1
210970,5.0,-1
211010,0.6,-1
211070,1.0,-1
211120,1.0,-1
211160,6.0,-1
211180,1.0,-1
211260,0.25,-1
211280,2.0,-1
211340,0.15,-1
211360,0.115,-1
211400,5.0,-1
211440,0.15,-1
211500,70.0,-1
211580,0.03,-1
211600,2.0,-1
211740,2.0,-1
