app_id,min_storage,rec_storage
1750110,-1.0,-1.0
1750140,-1.0,-1.0
1750170,2.0,2.0
1750200,3.0,-1.0
1750210,0.5,-1.0
1750240,2000.0,3000.0
1750250,-1.0,-1.0
1750260,0.512,-1.0
1750280,0.075,0.075
1750290,0.2,0.2
1750320,0.03,-1.0
1750330,0.5,0.5
1750350,2.0,2.0
1750410,4.0,4.0
1750470,1.0,-1.0
1750490,0.2,0.2
1750520,-1.0,-1.0
1750530,-1.0,-1.0
1750540,0.2,0.2
1750570,3.0,3.0
1750600,0.25,0.25
1750640,0.12,-1.0
1750690,0.3,0.3
1750710,-1.0,-1.0
1750740,1.0,1.0
1750770,3.0,-1.0
1750810,0.15,-1.0
1750900,0.012,0.012
1750960,3.0,3.0
1750970,-1.0,-1.0
1750980,-1.0,-1.0
1750990,0.1,-1.0
1751000,-1.0,-1.0
1751070,-1.0,-1.0
1751090,-1.0,-1.0
1751100,0.5,-1.0
1751110,2.0,2.0
1751160,0.05,0.05
1751170,-1.0,-1.0
1751190,-1.0,-1.0
1751230,0.2,0.3
1751270,6.0,6.0
1751310,0.4,-1.0
1751320,0.1,-1.0
1751350,1.0,1.0
1751400,4.0,-1.0
1751440,-1.0,-1.0
1751470,1.0,0.001
1751490,-1.0,-1.0
1751560,15.0,15.0
1751580,-1.0,-1.0
1751610,2.0,2.0
1751630,5.0,-1.0
1751640,-1.0,-1.0
1751680,4.0,4.0
1751700,0.4,0.4
1751710,0.99,0.99
1751780,0.3,-1.0
1751800,1.0,-1.0
1751840,-1.0,-1.0
1751850,3.0,5.0
1751860,8.0,8.0
1751880,-1.0,-1.0
1751890,1.024,-1.0
1751970,0.2,-1.0
1751980,1.2,1.2
1751990,0.5,1.0
1752050,6.0,-1.0
1752060,0.214,0.214
1752090,11.0,-1.0
1752150,3.2,3.2
1752190,1.0,-1.0
1752220,0.5,-1.0
1752250,0.1,-1.0
1752400,16.0,16.0
1752410,0.1,-1.0
1752430,0.05,0.05
1752500,0.3,-1.0
1752540,1.0,-1.0
1752600,0.1,-1.0
1752610,0.25,-1.0
1752660,0.9,-1.0
1752690,10.0,5.0
1752730,1.0,1.0
1752740,0.1,0.2
1752760,0.4,0.4
1752780,10.0,10.0
1752810,8.0,8.0
1752830,2.0,-1.0
1752840,-1.0,-1.0
1752850,2.0,-1.0
1752890,7.0,50.0
1752930,-1.0,-1.0
1752980,-1.0,-1.0
1753010,0.3,-1.0
1753050,2.0,2.0
1753090,0.212,0.212
1753100,2.0,-1.0
1753110,5.0,5.0
1753130,0.1,0.1
1753160,0.1,-1.0
1753170,1.0,-1.0
1753220,0.5,-1.0
1753250,10.0,10.0
1753330,-1.0,-1.0
1753370,0.3,-1.0
1753380,2.0,2.0
1753400,2.0,2.0
1753410,5.0,-1.0
1753440,0.03,0.03
1753490,4.0,4.0
1753510,2.0,-1.0
1753530,4.0,4.0
1753670,0.4,0.4
1753690,2.0,3.0
1753730,0.14,0.14
1753760,0.097,-1.0
1753790,10.0,-1.0
1753800,0.07,0.07
1753810,2.0,2.0
1753870,11.0,11.0
1753890,0.105,-1.0
1753900,1.0,-1.0
1753930,-1.0,-1.0
1754000,95.0,95.0
1754150,3.0,-1.0
1754200,0.12,-1.0
1754260,0.1,-1.0
1754300,0.2,-1.0
1754350,1.0,-1.0
1754380,0.12,-1.0
1754390,1.098,-1.0
1754440,-1.0,-1.0
1754460,0.3,-1.0
1754480,1.0,1.0
1754490,4.0,-1.0
1754510,-1.0,-1.0
1754520,4.0,4.0
1754540,-1.0,-1.0
1754720,0.2,-1.0
1754740,0.512,0.512
1754750,0.15,0.2
1754760,0.7000000000000001,-1.0
1754770,1.0,-1.0
1754790,2.0,-1.0
1754840,10.0,-1.0
1754860,4.0,-1.0
1754870,23.0,-1.0
1754910,0.131,-1.0
1754940,0.3,0.3
1754960,6.0,10.0
1755030,0.25,0.25
1755060,0.1,-1.0
1755100,2.0,-1.0
1755110,2.0,-1.0
1755130,1.0,1.0
1755170,0.11,-1.0
1755180,15.0,0.015
1755240,5.0,10.0
1755250,-1.0,-1.0
1755280,0.04,0.04
1755290,-1.0,-1.0
1755300,0.5,0.5
1755340,17.0,-1.0
1755350,5.0,5.0
1755420,3.0,3.0
1755460,3.0,-1.0
1755530,2.0,2.0
1755550,0.5,0.5
1755570,0.7000000000000001,-1.0
1755580,-1.0,-1.0
1755600,0.2,-1.0
1755610,0.45,-1.0
1755620,-1.0,-1.0
1755650,2.0,3.0
1755670,-1.0,-1.0
1755680,10.0,-1.0
1755740,0.8,0.8
1755760,0.073,-1.0
1755790,0.1,-1.0
1755810,3.0,-1.0
1755830,2.0,2.0
1755870,2.0,-1.0
1755880,3.0,-1.0
1755890,1.0,1.0
1755910,4.0,4.0
1755920,1.024,2.048
1755950,1.0,2.0
1755970,1.0,-1.0
1755980,1.0,2.0
1755990,0.3,0.3
1756020,4.0,6.0
1756060,2.0,-1.0
1756080,1.0,1.0
1756090,0.6,0.6
1756120,10.0,10.0
1756150,9.0,-1.0
1756160,8.0,8.0
1756180,32.0,32.0
1756210,4.0,4.0
1756320,5.0,5.0
1756330,0.241,-1.0
1756340,0.25,-1.0
1756350,-1.0,-1.0
1756390,20.0,20.0
1756440,1.0,1.0
1756450,5.0,-1.0
1756480,0.25,-1.0
1756500,-1.0,-1.0
1756510,0.4,600.0
1756550,0.3,-1.0
1756600,2.0,4.0
1756650,0.454,0.454
1756710,1.4,1.4
1756750,1.0,1.0
1756770,256.0,-1.0
1756790,1.0,-1.0
1756800,2.0,2.0
1756810,0.3,1.0
1756830,-1.0,-1.0
1756840,1.0,-1.0
1756900,2.0,4.0
1756920,458.0,458.0
1756930,0.1,-1.0
1756960,0.2,-1.0
1757010,2.0,-1.0
1757090,0.06,0.06
1757120,0.05,-1.0
1757130,0.9,-1.0
1757170,24.0,24.0
1757190,-1.0,-1.0
1757240,1.0,-1.0
1757250,2.048,2.048
1757260,-1.0,-1.0
1757300,30.0,30.0
1757360,0.05,-1.0
1757400,4.0,-1.0
1757430,0.2,-1.0
1757440,0.2,-1.0
1757450,0.333,-1.0
1757470,0.1,-1.0
1757490,10.0,-1.0
1757510,-1.0,-1.0
1757560,0.5,-1.0
1757570,0.1,0.1
1757580,12.0,12.0
1757610,8.0,8.0
1757680,0.1,0.1
1757690,0.344,-1.0
1757700,21.0,21.0
1757750,0.2,-1.0
1757760,0.2,-1.0
1757820,0.133,-1.0
1757890,1.0,1.0
1757900,0.2,0.2
1757920,0.5,0.5
1757950,0.3,0.3
1757960,14.0,14.0
1757970,0.5,0.5
1758030,0.022,-1.0
1758050,-1.0,-1.0
1758060,0.2,-1.0
1758070,-1.0,-1.0
1758080,0.15,-1.0
1758120,0.35,0.4
1758180,3.0,-1.0
1758200,0.11,-1.0
1758220,5.0,5.0
1758260,1.0,2.0
1758280,-1.0,-1.0
1758320,1.0,2.0
1758340,10.0,45.0
1758350,3.0,3.0
1758360,1.0,1.0
1758370,1.0,-1.0
1758390,1.0,-1.0
1758440,0.15,-1.0
1758450,1.0,2.0
1758460,0.4,0.8
1758470,1.0,-1.0
1758520,0.55,-1.0
1758530,1.0,1.0
1758540,0.004,-1.0
1758600,20.0,20.0
1758640,2.0,2.0
1758810,2.0,-1.0
1758870,2.0,-1.0
1758910,0.61,-1.0
1758920,0.5,-1.0
1758930,6.0,6.0
1758950,1.0,-1.0
1758990,0.251,-1.0
1759070,0.6,0.6
1759130,0.05,-1.0
1759160,3.0,-1.0
1759260,0.05,0.1
1759340,6.0,8.0
1759350,-1.0,-1.0
1759380,2.0,2.0
1759400,1.0,1.0
1759430,3.0,-1.0
1759440,1.0,-1.0
1759460,6.0,-1.0
1759470,-1.0,-1.0
1759480,0.1,-1.0
1759540,-1.0,-1.0
1759590,0.05,0.1
1759650,3.0,4.0
1759670,-1.0,-1.0
1759700,6.0,6.0
1759710,2.0,2.0
1759720,4.0,-1.0
1759780,-1.0,-1.0
1759820,2.0,-1.0
1759840,0.6,-1.0
1759870,25.0,25.0
1759920,8.0,-1.0
1759930,2.0,-1.0
1759980,0.2,-1.0
1759990,7.0,7.0
1760020,0.2,0.5
1760040,0.15,-1.0
1760090,0.35,0.35
1760140,1.0,-1.0
1760160,0.2,0.2
1760220,0.025,-1.0
1760240,0.5,0.5
1760250,50.0,50.0
1760300,2.0,2.0
1760320,0.3,-1.0
1760330,1.5,1.5
1760340,1.0,1.0
1760410,-1.0,-1.0
1760420,6.0,-1.0
1760460,-1.0,-1.0
1760510,0.5,0.5
1760590,0.2,-1.0
1760640,0.055,-1.0
1760660,1.05,-1.0
1760670,0.1,-1.0
1760690,0.5,-1.0
1760700,0.1,0.12
1760710,1.0,1.0
1760900,-1.0,-1.0
1760980,0.18,-1.0
1760990,0.275,-1.0
1761010,0.003,0.003
1761030,0.015,-1.0
1761040,0.6,-1.0
1761130,0.3,0.5
1761220,-1.0,-1.0
1761250,0.09,-1.0
1761260,4.0,4.0
1761290,26.2,-1.0
1761320,0.2,0.2
1761380,1.024,1.024
1761390,20.0,30.0
1761420,0.2,-1.0
1761440,1.0,1.0
1761450,3.0,-1.0
1761480,3.0,-1.0
1761530,0.5,0.5
1761560,0.3,0.5
1761600,14.0,14.0
1761620,2.0,2.0
1761630,-1.0,-1.0
1761640,-1.0,-1.0
1761660,1.0,4.0
1761670,7.0,4.0
1761680,0.12,-1.0
1761690,0.015,-1.0
1761730,22.0,44.0
1761740,0.2,-1.0
1761750,-1.0,-1.0
1761770,20.0,20.0
1761780,6.0,7.0
1761790,1.0,2.0
1761810,0.015,-1.0
1761820,-1.0,-1.0
1761860,10.0,10.0
1761870,6.0,6.0
1761900,9.0,9.0
1761940,-1.0,-1.0
1761980,0.3,0.3
1762010,0.6,-1.0
1762060,-1.0,-1.0
1762100,-1.0,-1.0
1762120,0.2,-1.0
1762130,5.0,10.0
1762220,-1.0,-1.0
1762240,2.0,-1.0
1762270,4.0,4.0
1762300,0.018,-1.0
1762350,-1.0,-1.0
1762370,2.0,-1.0
1762390,16.0,32.0
1762400,0.35,0.5
1762410,17.0,17.0
1762450,1.403,-1.0
1762480,0.61,-1.0
1762490,0.06,-1.0
1762510,2.0,2.0
1762520,2.0,-1.0
1762550,0.08,-1.0
1762560,0.4,0.4
1762570,15.0,15.0
1762690,0.4,1.024
1762720,0.2,-1.0
1762830,-1.0,-1.0
1762840,2.0,2.0
1762910,0.016,-1.0
1762920,1.0,3.0
1762930,12.0,12.0
1762950,0.015,-1.0
1763030,0.6,-1.0
1763040,0.017,-1.0
1763050,7.0,7.0
1763060,0.25,-1.0
1763100,0.4,0.4
1763110,0.3,-1.0
1763120,0.05,0.05
1763150,0.32,-1.0
1763160,0.1,1.0
1763170,0.5,1.0
1763180,-1.0,-1.0
1763190,5.0,5.0
1763210,0.4,-1.0
1763230,-1.0,-1.0
1763250,-1.0,-1.0
1763260,11.0,11.0
1763270,3.0,-1.0
1763290,1.0,1.0
1763330,0.1,-1.0
1763350,0.14200000000000002,0.14200000000000002
1763510,-1.0,-1.0
1763520,0.482,0.482
1763540,4.0,4.0
1763550,-1.0,-1.0
1763590,-1.0,-1.0
1763600,0.2,-1.0
1763610,3.0,3.0
1763620,2.0,2.0
1763740,0.85,1.0
1763830,8.0,-1.0
1763900,0.5,-1.0
1763990,-1.0,-1.0
1764000,0.3,0.3
1764010,0.3,0.3
1764050,2.0,2.0
1764230,2.0,4.0
1764240,0.273,-1.0
1764270,22.0,22.0
1764310,-1.0,-1.0
1764390,-1.0,-1.0
1764400,0.35000000000000003,-1.0
1764410,2.0,2.0
1764450,-1.0,-1.0
1764480,-1.0,-1.0
1764490,-1.0,-1.0
1764530,3.0,-1.0
1764540,1.0,1.0
1764550,0.9,-1.0
1764570,20.0,50.0
1764650,0.4,0.4
1764660,5.0,-1.0
1764700,-1.0,-1.0
1764710,0.25,0.25
1764730,1.0,1.0
1764740,1.0,-1.0
1764790,0.3,-1.0
1764810,0.25,-1.0
1764870,40.0,40.0
1764890,8.0,10.0
1764910,4.0,-1.0
1764940,0.4,-1.0
1764950,7.0,7.0
1764960,1.0,10.0
1764970,0.3,-1.0
1765010,15.0,-1.0
1765020,14.0,14.0
1765040,3.0,6.0
1765060,5.0,5.0
1765090,1.0,-1.0
1765130,1.024,-1.0
1765150,12.0,-1.0
1765160,2.0,4.0
1765180,1.0,2.0
1765220,9.0,9.0
1765230,-1.0,-1.0
1765240,1.0,-1.0
1765250,50.0,50.0
1765260,2.0,-1.0
1765280,1.0,1.0
1765300,15.0,15.0
1765310,2.0,-1.0
1765320,4.0,-1.0
1765340,0.1,-1.0
1765350,3.0,3.0
1765360,1.0,-1.0
1765380,-1.0,-1.0
1765470,0.55,-1.0
1765480,0.2,0.2
1765500,0.016,-1.0
1765510,0.125,-1.0
1765520,5.0,-1.0
1765540,0.2,0.2
1765560,0.5,1.0
1765600,-1.0,-1.0
1765620,0.017,-1.0
1765630,0.015,-1.0
1765690,0.6,-1.0
1765700,0.08,0.08
1765720,10.0,-1.0
1765730,1.0,-1.0
1765780,7.0,7.0
1765800,2.0,-1.0
1765810,2.0,-1.0
1765820,-1.0,10.0
1765850,0.5,0.5
1765860,0.026000000000000002,-1.0
1765960,0.2,-1.0
1765980,0.5,0.5
1765990,8.0,10.0
1766000,2.0,2.0
1766010,0.15,0.15
1766060,20.0,20.0
1766100,4.0,4.0
1766110,-1.0,-1.0
1766150,12.0,12.0
1766160,8.0,8.0
1766180,0.15,-1.0
1766200,2.0,-1.0
1766230,1.2,-1.0
1766270,0.09,0.09
1766300,0.65,-1.0
1766310,0.40800000000000003,-1.0
1766320,0.15,0.15
1766340,-1.0,-1.0
1766350,0.65,-1.0
1766380,3.0,-1.0
1766390,0.5,0.5
1766400,-1.0,-1.0
1766420,-1.0,-1.0
1766440,0.15,-1.0
1766460,-1.0,-1.0
1766490,-1.0,-1.0
1766540,0.2,-1.0
1766550,1.0,-1.0
1766580,-1.0,-1.0
1766720,1.0,1.0
1766740,3.0,-1.0
1766750,2.0,-1.0
1766780,-1.0,-1.0
1766790,0.03,-1.0
1766810,0.05,-1.0
1766830,0.5,0.5
1767140,4.0,4.0
1767150,2.0,4.0
1767160,4.0,4.0
1767170,8.5,-1.0
1767180,2.0,-1.0
1767190,4.0,4.0
1767220,2.0,3.0
1767250,2.0,2.0
1767270,0.001,1.0
1767310,1.0,2.0
1767320,1.0,1.0
1767450,0.4,-1.0
1767480,0.6,-1.0
1767490,0.165,0.2
1767550,0.5,-1.0
1767560,16.0,16.0
1767570,30.0,30.0
1767580,1.2,1.2
1767590,0.07,-1.0
1767610,1.5,-1.0
1767700,0.1,-1.0
1767710,1.0,-1.0
1767730,2.0,2.0
1767740,1.0,1.0
1767760,3.0,-1.0
1767780,1.0,1.0
1767800,-1.0,-1.0
1767840,2.0,2.0
1767860,0.2,-1.0
1767890,0.35000000000000003,0.4
1767910,0.1,-1.0
1767930,0.372,-1.0
1767940,0.35000000000000003,0.4
1767950,1.0,-1.0
1767960,-1.0,-1.0
1767990,-1.0,-1.0
1768000,0.35000000000000003,0.4
1768010,-1.0,-1.0
1768030,4.0,-1.0
1768070,-1.0,-1.0
1768090,0.13,0.13
1768100,3.0,3.0
1768200,10.0,10.0
1768210,3.0,3.0
1768260,0.05,0.1
1768270,0.4,0.7000000000000001
1768280,1.0,2.0
1768300,0.2,-1.0
1768340,1.0,-1.0
1768350,0.003,0.003
1768400,4.8,-1.0
1768470,2.0,-1.0
1768480,-1.0,-1.0
1768530,1.0,-1.0
1768540,2.0,5.0
1768550,5.0,5.0
1768590,10.0,-1.0
1768640,8.0,-1.0
1768650,2.0,2.0
1768660,0.512,1.0
1768730,1.0,-1.0
1768780,0.2,0.2
1768790,2.0,-1.0
1768800,2.0,20.0
1768810,2.0,2.0
1768830,0.3,0.3
1768880,4.0,4.0
1768920,3.0,3.0
1768980,0.8,-1.0
1768990,0.2,-1.0
1769010,4.0,-1.0
1769060,0.8,-1.0
1769100,8.0,8.0
1769130,6.0,-1.0
1769150,0.3,0.5
1769160,0.1,0.1
1769170,0.25,-1.0
1769220,0.1,-1.0
1769260,0.5,1.0
1769270,0.1,0.1
1769280,0.3,0.3
1769320,0.81,0.81
1769360,0.54,-1.0
1769380,0.5,0.5
1769390,0.09,-1.0
1769410,-1.0,-1.0
1769420,1.0,2.0
1769470,-1.0,-1.0
1769510,0.1,-1.0
1769570,2.0,-1.0
1769630,1.3840000000000001,-1.0
1769640,0.5,1.0
1769690,-1.0,-1.0
1769720,2.0,2.0
1769730,2.0,-1.0
1769740,0.2,0.2
1769750,0.03,0.05
1769760,0.75,1.0
1769770,0.3,-1.0
1769780,0.05,-1.0
1769830,6.0,-1.0
1769880,-1.0,-1.0
1769980,8.0,-1.0
1770040,4.0,-1.0
1770050,8.0,8.0
1770080,15.0,15.0
1770120,0.7000000000000001,-1.0
1770140,0.5,0.5
1770160,0.35000000000000003,0.35000000000000003
1770180,13.0,-1.0
1770190,1.0,1.0
1770200,0.42,-1.0
1770210,10.0,-1.0
1770230,-1.0,-1.0
1770350,0.032,-1.0
1770360,0.09,0.12
1770380,2.0,-1.0
1770390,0.3,4.0
1770400,2.0,4.0
1770440,3.0,3.0
1770460,2.0,-1.0
1770490,8.0,16.0
1770500,8.0,16.0
1770540,0.1,-1.0
1770550,1.0,-1.0
1770570,0.3,-1.0
1770600,-1.0,-1.0
1770610,-1.0,-1.0
1770630,5.0,5.0
1770660,7.0,7.0
1770740,-1.0,-1.0
1770750,-1.0,-1.0
1770760,0.165,0.165
1770770,-1.0,-1.0
1770810,0.6,-1.0
1770820,1.0,2.0
1770830,1.0,1.0
1770840,1.0,1.0
1770850,-1.0,-1.0
1770950,0.1,-1.0
1771070,0.3,0.3
1771120,20.0,30.0
1771130,12.0,12.0
1771180,6.0,6.0
1771200,0.262,0.262
1771210,1.0,-1.0
1771230,7.0,-1.0
1771260,0.25,-1.0
1771300,100.0,100.0
1771310,3.0,3.0
1771340,0.5,0.5
1771360,5.0,5.0
1771380,3.0,3.0
1771400,1.024,-1.0
1771430,2.0,-1.0
1771440,0.5,-1.0
1771460,-1.0,-1.0
1771520,0.3,-1.0
1771540,0.9500000000000001,-1.0
1771550,3.0,3.0
1771600,0.1,-1.0
1771620,0.25,-1.0
1771700,2.0,2.0
1771730,0.06,0.06
1771780,3.0,-1.0
1771820,-1.0,-1.0
1771830,1.16,-1.0
1771930,0.5,0.5
1771950,-1.0,-1.0
1771960,0.2,0.3
1771980,3.0,-1.0
1771990,2.0,2.0
1772050,6.0,12.0
1772060,6.0,6.0
1772070,0.5,1.0
1772160,0.02,0.1
1772170,-1.0,-1.0
1772180,0.3,-1.0
1772230,0.09,-1.0
1772270,1.0,1.0
1772310,0.6,-1.0
1772320,-1.0,-1.0
1772340,2.0,5.0
1772350,0.7000000000000001,1.0
1772370,2.0,2.0
1772410,0.2,0.2
1772490,0.1,-1.0
1772530,20.0,20.0
1772620,5.0,10.0
1772630,-1.0,-1.0
1772650,0.32,0.32
1772690,-1.0,-1.0
1772710,0.11,-1.0
1772720,16.0,16.0
1772730,0.73,0.73
1772750,0.001,0.001
1772780,0.18,-1.0
1772800,0.33,0.33
1772810,-1.0,-1.0
1772820,0.2,-1.0
1772830,0.5,-1.0
1772840,10.0,10.0
1772910,-1.0,-1.0
1772920,20.0,-1.0
1772950,12.0,12.0
1773010,-1.0,-1.0
1773040,-1.0,-1.0
1773060,0.1,0.42
1773110,0.03,0.04
1773180,0.4,-1.0
1773200,0.5,0.5
1773320,2.0,4.0
1773330,0.3,0.4
1773360,-1.0,-1.0
1773390,1.0,-1.0
1773410,2.0,-1.0
1773440,2.0,-1.0
1773460,0.3,-1.0
1773470,0.008,0.025
1773480,1.0,-1.0
1773490,2.0,-1.0
1773500,-1.0,-1.0
1773540,0.45,-1.0
1773560,0.5,0.5
1773570,0.5,-1.0
1773700,0.5,-1.0
1773750,-1.0,-1.0
1773770,-1.0,-1.0
1773830,0.7000000000000001,-1.0
1773840,0.42,-1.0
1773890,0.02,-1.0
1773990,6.0,-1.0
1774060,-1.0,-1.0
1774080,0.5,0.5
1774100,0.4,-1.0
1774110,2.0,2.0
1774130,2.0,3.0
1774150,-1.0,-1.0
1774160,1.0,1.0
1774200,15.0,30.0
1774220,0.2,-1.0
1774350,-1.0,-1.0
1774380,10.0,10.0
1774390,0.3,-1.0
1774400,-1.0,-1.0
1774450,0.7000000000000001,-1.0
1774560,1.0,-1.0
1774580,155.0,155.0
1774630,0.4,-1.0
1774650,5.0,5.0
1774700,0.15,-1.0
1774770,20.0,20.0
1774810,0.12,0.12
1774860,5.0,-1.0
1774890,0.4,-1.0
1774910,0.09,-1.0
1774960,0.2,-1.0
1774970,0.5,0.5
1775000,458.0,458.0
1775010,-1.0,-1.0
1775080,16.0,16.0
1775100,0.2,-1.0
1775110,0.5,0.5
1775150,1.0,-1.0
1775160,1.0,-1.0
1775170,1.247,1.247
1775220,2.0,2.0
1775270,65.0,65.0
1775300,6.0,6.0
1775320,0.4,0.4
1775360,5.0,8.0
1775410,0.5,-1.0
1775430,0.3,0.3
1775460,5.0,5.0
1775470,0.512,-1.0
1775490,1.0,-1.0
1775500,-1.0,-1.0
1775510,-1.0,-1.0
1775520,-1.0,-1.0
1775530,12.0,-1.0
1775550,4.0,4.0
1775640,-1.0,-1.0
1775720,-1.0,-1.0
1775730,-1.0,-1.0
1775740,1.0,1.0
1775750,0.4,-1.0
1775770,1.0,-1.0
1775840,0.3,-1.0
1775850,0.5,0.5
1775860,0.25,-1.0
1775960,2.0,-1.0
1775980,0.2,-1.0
1775990,10.0,100.0
1776000,10.0,100.0
1776060,-1.0,-1.0
1776070,-1.0,-1.0
1776080,0.195,-1.0
1776120,4.0,-1.0
1776130,-1.0,-1.0
1776160,0.1,0.1
1776170,20.0,-1.0
1776250,2.0,3.0
1776260,0.4,0.4
1776270,1.5,1.5
1776290,0.1,0.1
1776350,16.0,16.0
1776380,70.0,70.0
1776400,7.0,-1.0
1776490,0.03,-1.0
1776500,0.1,-1.0
1776530,-1.0,-1.0
1776540,0.6,0.6
1776560,1.0,2.0
1776570,-1.0,-1.0
1776580,-1.0,-1.0
1776590,2.0,-1.0
1776600,1.556,-1.0
1776640,0.2,-1.0
1776650,3.0,-1.0
1776700,0.5,-1.0
1776730,0.512,0.512
1776800,0.2,0.2
1776840,0.3,-1.0
1776860,0.2,-1.0
1776900,2.0,-1.0
1776920,0.05,0.1
1776930,0.3,0.3
1776940,16.0,-1.0
1776970,12.0,-1.0
1777000,6.0,-1.0
1777010,2.0,2.0
1777060,5.0,5.0
1777090,1.096,-1.0
1777110,1.6,-1.0
1777160,0.3,-1.0
1777210,0.5,-1.0
1777280,16.0,16.0
